C,Epsilon,RMSE,NoOfSupportVectors,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15,labels_16,labels_17,labels_18,labels_19,labels_20,labels_21,labels_22,labels_23,labels_24,labels_25,labels_26,labels_27,labels_28,labels_29,labels_30,labels_31,labels_32,labels_33,labels_34,labels_35,labels_36,labels_37,labels_38,labels_39,labels_40,labels_41,labels_42,labels_43,labels_44,labels_45,labels_46,labels_47,labels_48,labels_49,labels_50,labels_51,labels_52,labels_53,labels_54,labels_55,labels_56,labels_57,labels_58,labels_59,labels_60,labels_61,labels_62,labels_63,labels_64,labels_65,labels_66,labels_67,labels_68,labels_69,labels_70,labels_71,labels_72,labels_73,labels_74,labels_75,labels_76,labels_77,labels_78,labels_79,labels_80,labels_81,labels_82,labels_83,labels_84,labels_85,labels_86,labels_87,labels_88,labels_89,labels_90,labels_91,labels_92,labels_93,labels_94,labels_95,labels_96,labels_97,labels_98,labels_99,labels_100,labels_101,labels_102,labels_103,labels_104,labels_105,labels_106,labels_107,labels_108,labels_109,labels_110,labels_111,labels_112,labels_113,labels_114,labels_115,labels_116,labels_117,labels_118,labels_119,labels_120,labels_121,labels_122,labels_123,labels_124,labels_125,labels_126,labels_127,labels_128,labels_129,labels_130,labels_131,labels_132,labels_133,labels_134,labels_135,labels_136,labels_137,labels_138,labels_139,labels_140,labels_141,labels_142,labels_143,labels_144,labels_145,labels_146,labels_147,labels_148,labels_149,labels_150,labels_151,labels_152,labels_153,labels_154,labels_155,labels_156,labels_157,labels_158,labels_159,labels_160,labels_161,labels_162,labels_163,labels_164,labels_165,labels_166,labels_167,labels_168,labels_169,labels_170,labels_171,labels_172,labels_173,labels_174,labels_175,labels_176,labels_177,labels_178,labels_179,labels_180,labels_181,labels_182,labels_183,labels_184,labels_185,labels_186,labels_187,labels_188,labels_189,labels_190,labels_191,labels_192,labels_193,labels_194,labels_195,labels_196,labels_197,labels_198,labels_199,labels_200,labels_201,labels_202,labels_203,labels_204,labels_205,labels_206,labels_207,labels_208,labels_209,labels_210,labels_211,labels_212,q,PercentageOfSupportVectors
32,0.2,1.1487,814,7.250909469,5.081868095,8.774394953,-0.07649812,11.42885659,3.225654134,NaN,0.640799711,6.898392696,7.201046185,4.377489151,2.240450844,-0.055074729,2.350237993,1.088313083,7.066017824,7.916955805,10.74352405,7.128649512,3.763787607,5.165935301,5.254539479,1.370512942,3.684864079,1.873811416,7.018581482,7.756500809,1.897460124,1.448341875,7.689988797,7.354904748,6.966298511,9.209210732,7.767599118,6.905154104,7.025630391,3.609886282,6.887754468,-0.027063464,5.545673044,3.341557027,2.991100049,1.982990103,6.785128906,7.678592033,1.570670029,5.582157286,6.288825565,6.968828324,9.290554728,7.726973468,4.77922495,0.940253215,7.685633478,6.010894786,4.845642589,3.06153924,6.837887547,4.824163059,6.591262061,7.598874316,-0.640376561,7.57104824,2.605361911,1.482489229,4.723770115,2.77576702,5.512563288,3.647925173,1.576919871,3.266643327,4.899924859,0.497441782,1.379342215,7.991632859,-0.004706675,2.240450844,1.442341137,3.957553902,9.186471226,2.268847565,4.337797036,3.662352027,3.623509646,3.975977571,2.582027038,4.935170078,-0.33828612,9.220821036,5.570290278,9.506091821,4.93860129,5.14018894,7.66005396,4.919685982,5.591831025,7.569308679,4.144816155,4.14457022,3.229766119,3.017288616,1.901251114,2.706415448,-0.137162075,7.471793007,1.03288569,9.437926489,3.699349776,7.145933049,6.737824095,3.02515456,6.449347834,3.052564019,2.240450844,3.39976062,1.597006899,2.463696926,-0.403375807,2.461315795,0.487483929,5.463070267,0.556777098,10.81950365,3.565772654,6.857531013,7.049510287,5.569057605,5.230674952,2.261382391,0.015100452,2.918799284,3.030820172,7.668623002,1.178409959,6.673838127,2.922724363,8.974696404,6.121703963,0.80712528,4.048604203,5.923006433,5.56265378,0.849743864,3.705357367,2.302164117,0.709620291,7.114421134,6.489247653,9.318751659,0.733598164,10.71023718,5.739566403,7.635287709,-0.064623137,4.92339483,0.932501931,7.626437799,11.1025693,-0.127495723,7.671497256,3.253033134,3.133395225,-0.438237106,2.172036739,3.224956166,2.168609741,3.001716712,1.596413204,2.374355171,3.191139856,7.284373172,6.457435442,7.165719539,9.700166683,2.830342353,0.132124776,8.770951255,3.431633237,7.697113036,6.881127384,6.7728743,4.502114549,7.897526643,4.632778196,-0.242924673,9.21000128,4.389302865,-0.233068193,1.035274773,4.176739081,2.855970447,2.989114976,1.631602818,-0.660306363,2.576837629,7.772411689,2.535536245,7.134055737,0.032006667,9.579586053,1.800861918,4.122453299,3.148797438,0.098055659,-0.169963423,3.909455392,5.41893866,3.989878094,4.59046291,4.919377282,3.011518143,3.008637443,1,0.428646656
32,0.2,0.730852959,801,4.26133551,6.132653693,3.654469068,1.409730758,4.66259919,4.712247836,1.287190889,-0.273227642,5.192619511,3.63415759,3.627260463,6.426716769,0.004803251,5.320746469,6.138972582,2.888883655,4.753427935,0.930565407,8.625793592,0.407127104,4.733053391,6.448584268,6.340632339,-0.275726117,3.445685849,2.602363911,10.08751823,2.786457504,0.487573311,0.20415741,0.944444337,4.555785155,0.426790402,7.330688019,3.458319533,0.226266264,2.153724643,3.398570499,3.063762589,7.154718652,0.432613037,4.010905101,2.846288933,0.922759832,6.407090892,1.470474447,0.346199158,1.511797944,6.206821986,4.559457605,3.066360846,5.785705693,3.227069333,4.299419056,4.825677846,-0.049006335,5.58450621,4.540293311,4.698463438,1.406432829,0.632417036,4.311375718,2.802019562,2.187076106,4.772483964,2.572746982,0.521709915,8.741011643,3.500923514,1.069831501,0.221559267,1.302298204,6.924434979,0.814103043,2.340309342,7.40141728,2.939285323,8.157420742,3.523067858,5.533553012,8.673724843,7.084337528,4.628385938,2.909816861,6.953066051,2.539688665,3.582718351,1.375043455,5.493279639,1.287190889,0.375229254,10.29521144,0.512833252,6.587187837,0.128892129,2.165794331,6.735762943,3.946752704,-0.224485774,3.842610225,3.847610027,0.989212219,3.632693019,4.157854801,2.963923219,6.952693797,5.413985885,1.116339824,2.762600551,5.273646575,5.051224262,4.181567966,4.025695065,5.575172579,3.153276759,0.321205835,5.870721345,7.432168899,0.298102795,0.084686805,7.029678884,3.416238519,5.772740403,0.020320197,6.424338119,3.896543904,4.176523099,2.393065521,4.783695923,4.313314424,4.269008849,6.973767773,-0.272338402,6.362186984,3.961600833,0.153027108,4.976013039,8.727433081,1.308015362,3.130830291,7.074129953,2.014564718,6.876373017,4.537374351,9.046504384,0.0983633,7.276897096,3.999997353,4.205477956,6.912247322,4.678408138,0.031589867,1.007082781,3.802986366,2.496404215,3.161983171,4.216376,8.681501098,6.908634983,7.924520982,0.606850694,6.919966973,7.345923634,6.667304946,-0.194359234,1.874536523,6.749960317,3.938401345,4.948539641,3.576192986,0.331995933,0.236754244,0.085799589,8.581531764,3.98776149,2.048397212,3.626456236,3.048129735,6.193076327,6.673015164,6.44095254,3.16029005,0.242982425,1.872953568,3.730602482,1.192285685,5.224872184,0.662376731,3.702527285,5.479018611,2.995631036,6.397956151,7.222288637,6.345579561,6.634481467,5.837456986,2.466350631,6.593767663,4.742770106,4.14458467,6.362250775,6.533755392,4.94406634,2.688820386,6.984964098,6.596493836,2.185215889,7.232973151,8.658648521,0.154329194,2.61739141,0.934252942,1,0.421800948
32,0.2,1.506636705,851,3.873201834,3.288945276,7.81263946,3.53032795,7.123659157,4.649526164,6.818618606,10.28504328,11.57585713,3.393182571,5.722087447,2.909896281,2.868706069,3.116431167,4.690017202,2.368773585,9.515279713,4.065439646,8.046246022,4.319358644,3.766778636,4.97576669,10.3955381,4.447044848,-0.498885089,-0.99011283,-0.180246743,1.835611653,4.402168486,3.912160629,3.499340177,3.319160208,7.396332191,1.294366298,0.968297838,3.911087511,9.861864686,0.454226965,8.218571416,6.850725334,5.105828906,7.843493906,8.786577679,8.236401303,4.150641168,2.208517676,4.764145036,2.11879346,3.052746145,-1.073127867,3.554039928,7.569393522,-0.709424569,7.360961026,3.12932286,4.110636733,8.130411266,6.028659099,5.276358794,-0.989916202,0.286092854,7.919278261,2.549869031,1.385134163,4.216893861,7.631396314,8.425049606,2.871977701,2.829815534,3.852046897,2.899093047,8.302773502,7.855640347,6.608131471,2.901335982,1.318275892,0.066001943,-0.194419171,3.439825526,2.100143147,8.262831921,2.944033157,5.903085016,2.115128194,4.211524371,4.791466851,2.050795332,12.07210773,-0.284882065,4.294677185,10.12244443,3.447012177,3.300335151,6.631175301,4.648455642,2.331128493,5.797994961,4.25724299,3.352918886,5.021665003,8.226813742,-0.85104393,1.828328656,2.087773967,2.25521212,1.067113546,-0.873944264,2.950862113,6.404450679,8.156524338,5.724384756,-0.290861744,3.589534631,0.696266417,7.543120704,5.016026891,3.534799175,6.949769446,10.75358176,6.6310952,2.747095224,7.423408885,2.944531715,3.951551322,-0.603851991,2.174338305,3.122965311,3.686356622,-0.743569742,2.208517676,-0.017016754,4.170101877,12.7211295,10.21393434,3.547395055,1.733896741,4.36247648,4.895704687,-0.463045682,0.433328859,1.053261472,1.768529705,2.834293034,8.730982212,6.553151785,8.173314596,2.987577597,7.830415487,10.2587657,8.287804261,6.742308519,2.208517676,7.162689305,3.112882702,1.029881645,7.503515245,3.168613671,2.202939603,10.08998327,4.389033125,2.261426112,2.696274671,2.448490496,6.894708458,12.30765804,7.395522663,1.447604266,7.728530752,2.71213303,-1.355938169,2.558121302,-0.813064481,-0.15272237,9.429814798,5.859823879,8.193156183,10.38167639,8.109768437,4.759224203,-0.676682089,4.161099459,8.558926181,8.214831524,5.478059099,4.864497439,10.26285013,4.833964732,4.318566519,1.08791241,2.208517676,6.141444677,-0.363029332,2.470964055,3.90797822,8.041186274,7.396085873,4.157600199,6.360770503,-0.899212954,3.774261556,1.638959345,1.948861549,0.647646831,4.15301343,4.40152022,4.143051525,7.022328046,7.568790533,-0.304366717,3.290039591,4.356521566,4.902148012,1,0.448130595
8,0.2,0.455538993,941,1.149022213,6.042313037,3.116429627,1.659738656,7.772073851,6.817279266,3.182404255,4.895962963,4.585742962,0.888457629,0.75324656,1.295719695,0.902505843,1.527266213,3.44357977,1.165423801,3.231259224,1.131512563,3.20773979,1.86064144,6.535225011,5.864677174,2.808901483,5.806709069,3.627691017,0.945819053,5.95221548,0.795013549,3.019374145,2.93879794,1.44093555,3.784848458,3.909402313,2.711851677,3.092996349,4.450974673,5.700072755,4.563625755,3.175499897,4.436591441,2.152393013,1.107786589,2.428647999,5.278912432,2.211473085,4.661057045,7.736327311,3.547862524,6.485699608,7.977638951,3.100516517,0.696937289,4.054356219,3.959732977,3.810594565,4.393192562,2.153982145,1.670738537,5.961549707,6.37938311,6.29717003,6.381916528,4.66561057,3.217471951,5.825275865,7.829017074,4.438556484,4.778807758,-0.133888034,0.832878189,3.640694991,1.109928425,3.840093811,6.323556896,1.879780981,1.504035562,3.683602456,3.170796263,2.47630329,4.388414235,2.865380179,4.471248924,6.523594371,5.998529748,-0.221657781,2.029453457,3.258292928,6.127539902,3.123108925,3.310108276,4.610021442,5.233580923,6.018199314,5.853080536,2.428985028,4.598845216,6.371079143,4.96145001,4.012860077,3.6736713,6.869777753,0.87450866,3.067827648,3.075493412,2.379064719,5.970050419,6.361759549,6.360980712,4.125131781,0.362587514,1.849923421,4.525674139,5.097801118,4.537302736,2.333221987,3.110808753,3.950942018,3.751980069,4.527907487,4.264933046,4.220501789,4.033697205,4.579637677,3.26284315,2.711860617,1.33212756,0.567037754,6.41302084,0.778953727,2.327582339,6.324616686,3.552080634,3.342094787,3.092295254,3.662797341,3.042653805,1.072303574,6.590658235,5.038952518,5.089827541,6.385812438,0.71309749,6.531312489,4.51528583,2.959186069,0.781827058,4.992714069,3.743574379,0.529515061,6.070822906,3.206002092,1.039742125,3.714842379,6.330045697,4.333336822,2.823841236,8.836350401,1.032973305,3.226656383,0.464561837,1.733186651,5.673411511,1.993276736,4.753957025,6.364679631,5.133304567,6.819082005,3.334467474,4.96245465,3.204227919,3.902633955,4.040646396,2.236927215,2.616016595,6.972927766,3.478921863,3.36260642,1.537357209,6.091496518,3.82271949,5.977066588,6.441335538,-0.65419365,7.049514077,1.250159027,6.462392518,3.20832467,2.760903564,3.072750018,8.049323279,1.355438046,3.377448545,3.388255244,5.942601865,4.444014085,2.287543403,4.820944767,6.580718107,3.502510453,6.515826023,4.866403488,3.257793147,5.771746406,3.18667168,3.473339542,1.028096058,2.771756199,3.268170929,3.186028882,1.033305048,0.645142013,0.947382041,1,0.49552396
8,0.2,0.511371639,953,2.564914563,4.631254343,6.438898516,3.234685271,1.376395916,3.430974047,6.517578953,6.082746078,2.291604756,3.749102814,6.5618272,1.510118745,7.235784372,5.486513874,1.592773729,3.908068502,3.797413167,6.094401182,6.415437868,3.743220411,3.995280075,5.654337327,4.697718616,5.406764199,6.330014713,1.884659536,2.470626211,2.583500981,3.681323606,5.514699712,3.09670255,5.078088696,2.245344384,6.574204444,2.77838387,4.785705557,2.402468594,1.468694567,1.414895105,6.283022368,6.507118322,7.125059623,2.30577875,1.043469495,2.078692898,2.825382689,3.313682468,3.578444646,7.250261052,5.347974362,8.159905808,5.344620159,7.313217005,4.598294667,7.266063558,4.710971339,7.165464407,4.517006872,7.126287366,6.341513051,8.590284754,3.701562894,1.876464041,4.537004037,5.493491344,2.998215884,7.289139058,5.506543288,1.916265236,6.619890582,5.098573111,3.356993102,3.200275708,5.512693052,1.45375188,3.24102255,4.695937709,1.683383482,4.675222648,3.933208236,2.647625066,3.122397295,3.526598244,2.634064601,2.497959386,4.387007839,4.218323374,3.643337535,4.143549333,2.263722618,5.943938035,3.07152083,5.653891643,4.964712701,1.774334972,1.847076093,5.07640229,3.527290099,5.024409203,4.829284885,1.276821827,4.952479649,1.07688138,5.397225073,4.01744922,5.905179935,2.802762312,5.131832051,4.91412424,6.575230356,3.784238739,3.612036623,4.680951863,4.734187823,6.569052114,5.75497933,1.617130381,2.635649543,3.131297826,5.564937005,1.426713717,6.02715776,4.513417709,6.040922098,7.16735709,3.559807472,3.59375264,3.758080518,1.024539241,5.599927003,4.919987298,3.596046425,4.751128787,5.415345736,2.133031866,1.746400776,4.548867113,5.843652273,3.489782346,4.592629724,2.151075851,3.40197832,4.48571026,7.245458031,6.006303078,1.258127446,3.476855601,3.478847626,4.906234703,4.852733032,1.86590516,6.655194495,3.257162281,5.277790076,5.820580363,2.523327131,3.692784926,1.753763408,4.807354254,1.809919267,3.494187453,5.772815352,6.012911715,3.834809097,1.167229933,3.414140007,8.337772028,4.084006248,4.518481278,-0.514342165,3.368358491,4.045609832,1.422047399,1.271955264,5.776707192,1.54194733,5.959861169,2.002407857,2.959489318,5.478266189,2.028784181,5.508585479,5.999579751,4.423630958,4.055058075,3.28139302,6.374939577,1.643866581,3.414820069,6.515591041,2.190645265,5.492403234,3.342853764,5.438381264,6.411182421,5.739371481,3.559686467,4.570108348,5.958546039,1.320126511,5.506182123,3.107381243,3.238176538,5.56451749,5.548431196,1.4997839,4.717157099,4.406918043,4.907956736,0.949849477,3.525946958,5.936623336,1,0.501843075
32,0.2,1.162876905,826,6.014763928,6.172813641,2.123890627,5.000555098,4.397618447,3.700093959,3.621982965,4.431197443,5.647274345,3.529218689,5.747529918,4.358547275,3.686545487,3.661638901,2.579314347,3.55721963,4.320706929,5.709561678,4.132480295,2.744713719,5.587856543,5.737753832,3.508501768,4.220271569,4.111655547,4.723902807,4.541965473,4.044663894,4.991838909,3.714974282,3.72390593,4.797207376,3.679895467,5.650309558,3.478357676,2.994013808,2.808216785,4.456793546,3.60906547,4.226325743,2.96993749,3.468550129,5.617463274,5.093308352,4.755303369,4.274671757,3.59484091,2.721708985,3.523858294,2.680057979,2.858996127,5.028007738,2.051855223,4.098742648,2.738231383,4.313667943,2.941405342,5.719961013,2.958999063,4.050817703,5.987063632,2.084974099,4.299563188,4.602849142,3.070568579,3.856388046,5.38217058,3.06824217,4.690347059,4.488656988,3.473858013,4.428483485,3.139175264,4.576476984,4.835155887,4.873754355,4.37860492,3.876370256,4.706262285,5.234500382,3.446255611,5.673382847,3.535333044,4.259613108,4.250370867,3.113157695,3.575320715,4.463473877,3.401310061,3.946910433,3.460897308,4.726751671,4.586320672,3.591767516,3.426665659,1.706794809,2.918269098,4.59108486,5.47705478,6.339183326,5.603614981,5.899934733,2.87355653,3.945467077,3.07214411,4.530784782,3.864423068,5.63999117,5.540655433,5.631617751,4.11633794,2.940287644,2.525005375,5.761443437,3.610870283,5.554834778,5.670339617,3.668774355,4.011037266,3.424025492,5.023447948,1.649015274,3.086999349,3.479129511,4.972246543,4.96053686,2.726580171,4.378905425,5.199714008,5.583199055,4.601722673,5.626194611,4.690620067,3.631248443,4.755268567,3.173419657,5.484296433,5.222618566,5.536905633,5.573705485,3.682893146,3.840813199,3.358356255,2.922950306,4.489655021,2.879033161,4.538992374,4.541875319,5.730807134,4.498914307,1.647507688,3.567271734,4.95458793,5.527798298,5.265049998,2.816941339,4.504196315,4.707917617,4.426767437,2.850718413,5.507901509,5.524422028,3.819427284,5.804604372,4.261199303,4.925854387,2.58751995,3.327648189,4.142574128,5.890206911,5.633204525,4.643141596,4.263972563,4.214858221,4.555794877,3.090931284,3.841574452,5.630306527,5.622718314,3.400396913,4.619965303,3.929182973,3.157269133,4.11199825,3.500949422,4.539626626,5.850670911,3.243070995,3.641558277,3.405684192,3.611771055,4.563683969,4.702322845,4.110273872,3.963861905,5.071365809,3.502617949,4.980762161,4.17518374,5.111387894,2.270714487,5.844740397,4.072277106,4.001794718,5.740327527,4.231344426,2.911866353,1.764596375,3.579213338,6.220959052,5.565842952,3.626647888,1,0.434965771
8,0.2,0.460459901,960,6.557692598,4.41084991,2.975406537,4.285127813,6.812088645,3.515100818,3.061772683,3.981847282,2.099117993,2.287373446,2.039211496,0.94324427,0.446323215,2.994239765,6.52240204,3.155418931,6.421937772,6.235683146,3.416244097,5.147170495,3.299941422,1.988465706,0.488349876,8.035793781,3.657689238,0.61855456,4.881911992,6.567851079,2.907790224,4.366500322,0.940737268,2.011758777,4.57279508,3.098412218,7.86381866,3.527899941,4.71442212,6.932015997,3.63364714,2.605266195,7.026960436,3.512652506,4.67632769,4.610428829,2.847938442,3.520608505,4.098499701,0.838010286,1.822713957,7.725173524,3.877000032,4.594268215,5.753431914,5.058760026,3.447243525,3.014191779,3.730467535,1.667184289,4.564848495,8.043945313,1.991665367,3.074000924,3.564409773,4.001223589,1.766291129,6.850508187,4.478570159,2.806078257,0.848424841,0.84554612,1.933068509,6.38467287,5.008276345,7.034778945,3.17158423,3.654418144,0.72974213,3.462207858,8.051581361,0.373676852,1.973393895,4.49664767,0.463558431,1.805362038,3.501498298,6.930340931,4.790642258,0.751219753,4.115269296,6.554567421,3.087351629,7.90723747,1.263799352,5.075113181,6.496353372,5.102239652,4.254708377,0.649516883,2.616922196,6.551507409,1.29795523,4.842961279,5.016742004,6.621770193,0.898795788,3.045355542,0.502145259,4.617617168,4.446323886,2.834875306,5.138929601,6.629299044,3.742945333,3.225867086,6.66502702,0.964337121,2.116548742,1.703273543,0.900196203,4.443260931,2.976458438,0.465773552,1.149695396,5.190881489,3.041512371,2.386532993,2.180347749,0.967985923,3.868870056,4.952317772,5.272134123,0.182576067,0.806821929,3.594576493,4.77085512,3.072920927,0.654456507,2.710053481,1.812416793,3.682054568,2.287373446,6.018042359,0.85107551,6.28821575,7.909999817,5.684909953,2.904566884,1.084994543,3.747581186,7.042076736,6.168087964,1.568328397,3.189964414,3.412773716,6.141882531,4.712192004,3.774299403,1.378966624,1.152538142,7.77532288,8.237173181,1.657814416,0.407540741,1.529316555,7.190727554,2.670050044,6.020794977,2.534858908,7.944748192,3.543037569,4.798292652,0.661560541,0.99931661,6.738727755,6.427109202,5.492529943,8.139502862,2.540233035,2.813137783,4.742732337,9.092220564,4.755441524,7.424791825,1.332650995,1.956480461,3.419729329,3.866167252,3.7141388,0.875823709,6.945137063,6.584888632,5.225488507,3.715339816,6.413628917,6.112935689,2.017346496,4.761817951,4.549623537,7.981530847,7.063835797,1.093564232,7.116204447,0.123733567,3.75811803,4.58397321,5.102515984,6.935704813,4.301878643,4.839818198,8.024230981,6.529403406,1.920676202,1,0.505529226
32,0.2,1.390403067,847,3.618888269,4.35905303,4.461170875,5.355677066,2.714530893,4.367972398,3.095312046,2.640831176,4.297347058,4.417776327,5.562365213,5.608891364,2.828969109,2.389292665,3.455975866,4.40683759,2.236150147,2.80350562,4.614542654,3.918285615,3.974139534,4.144869752,4.590036176,5.405462594,3.780285975,4.113465185,4.427782933,5.477594799,3.888482119,3.166643247,4.226938906,3.621858468,4.016037908,5.471168408,4.187361582,4.062798737,3.573035811,4.721507498,4.098054324,5.474308218,2.589145404,2.690684502,5.529198101,3.233852066,4.546860068,5.482061254,2.745474539,4.087462931,5.160606899,1.920430726,2.487164063,5.429678425,3.887854785,3.89026641,1.374950942,4.294592192,4.290511857,3.157421387,3.357031979,4.260424386,4.039872826,4.145806405,3.258729926,5.119720367,4.274642979,3.629244436,5.552014571,4.478740491,3.969195583,2.764275638,3.673169504,4.221249716,3.748208194,3.073391828,2.080893128,5.046111395,5.189602061,1.901091265,4.385070706,5.04739894,3.49595088,3.642979376,5.109154707,3.613514833,4.602238607,5.208012204,3.317291704,3.17647638,3.52261946,2.661311233,4.023987435,4.110128755,2.368922364,2.935672885,5.533738898,2.49783722,3.323105088,5.303844415,4.028696014,5.471628019,3.849460067,3.928907118,3.346356014,3.753079903,4.334166095,5.267939857,4.766625127,3.971511048,4.106295374,3.931517342,3.549736209,4.072419737,3.748208194,2.954467763,3.622918782,5.069546486,3.975986555,4.481805027,2.711777184,4.197194015,4.153256696,5.396629273,5.39174199,3.783428603,5.38140509,5.301182165,3.460802402,3.812160973,3.316196632,3.931406657,4.532035846,5.641879259,4.542870461,5.039577902,3.469314389,3.278767339,2.85567062,4.120699856,4.172582871,3.364830864,5.341262228,5.573624164,3.467533293,4.444429357,3.594287452,5.390688682,3.528258247,3.283817251,4.937044075,3.192146614,4.258302973,4.955031787,3.723829343,5.608456959,3.731211552,5.436529183,5.594420243,5.253322563,4.120893801,3.647814608,3.497857622,4.570221533,5.296643567,3.867651186,4.416215741,3.568116468,4.278196579,3.978261554,3.894053744,3.569177148,4.009663682,4.342301591,4.505634095,1.965431925,4.166279608,3.50539318,3.259757846,1.841399694,5.668360143,3.78174013,4.122619854,2.848415984,2.735513154,4.344578232,3.859698244,5.115031541,5.129897693,5.015375522,5.289579356,4.066596717,4.942209812,5.50983787,4.063287726,4.412507848,3.587553151,4.435956397,4.129758406,3.952924956,4.459589788,3.801910847,4.769061848,3.179979309,3.619188001,5.448700396,3.777817136,3.997417965,4.716557091,3.667376724,4.717603749,2.725963461,3.502019226,4.207875433,1,0.446024223
32,0.2,1.222023657,829,4.463268811,7.120089484,4.906755521,4.695536641,-0.540458818,2.712387362,1.653597741,-0.805078416,5.947839193,-0.975378866,2.98159848,6.509080127,7.423803222,2.167980695,6.430926612,3.048597058,-0.518919277,4.228697038,6.746212439,6.244748458,8.828837427,-0.181475963,-0.394465602,-0.359296272,4.000225762,1.10437293,-0.578275557,3.345926926,-0.574857528,7.742149827,-0.518168603,6.96905525,2.909235434,3.122524365,9.439632071,3.193084205,1.571919796,3.243279679,4.948231425,5.446328946,2.741212664,1.840220688,2.685479661,2.915385544,7.023559769,11.82278962,3.407722772,6.72061738,2.999696926,4.964523995,-0.506623219,0.435647797,4.36826015,0.40407664,4.078398506,3.195007571,-0.749058879,4.728853272,7.047052201,5.955269375,1.64081987,9.402549026,9.91685409,6.592389344,0.533342953,2.577831321,7.289542085,3.296703616,2.910572179,6.946045115,-0.614911596,4.634761754,2.602856733,7.056090398,0.447526833,-0.388664648,-0.103669137,4.749469768,4.241010032,7.804659212,7.035988161,4.990931353,-0.288377086,3.935578582,4.025925193,2.408610757,3.828016181,-0.472925416,-0.547242884,7.677592617,1.685184011,3.638173439,1.387336126,-0.210387873,1.962403864,1.983716184,3.213172168,-0.581844223,2.200270429,7.686079966,-0.797332935,7.990478888,3.654720008,2.131059845,-0.735683055,2.972106078,4.962666802,3.782543759,2.506853079,-0.308434503,3.078451657,6.927501697,1.657208777,9.980933685,8.891848265,2.522903642,3.216930385,3.952493823,2.464491267,9.469213408,0.691975812,0.771435131,4.154656889,4.436593516,6.376796507,-1.192708512,8.961438503,2.658965316,2.427626986,-1.211825553,7.793503286,7.985606058,7.938194184,-0.328669584,2.146568009,9.931072349,5.079968071,3.977775924,7.36244785,9.677041843,2.846117129,7.837900353,7.669366542,7.378184071,2.729239578,0.676635655,4.466142046,1.553435305,2.272307923,7.767692124,-0.269845941,1.201617777,6.258328997,6.952524068,6.774626692,4.065142576,2.183090303,-0.463265197,-0.531075886,3.419856405,7.689647396,2.903000349,3.974130545,3.232278399,4.299618474,-0.218554313,3.011009261,-0.400588808,7.760007407,8.036781664,-0.521674257,7.062828472,2.50877907,3.447931642,4.25433492,5.682617952,7.001239916,-0.745592421,7.570144634,2.456824902,3.858450059,2.779017862,4.644899156,-0.596315762,4.642860785,6.44621097,-0.391150307,6.827251039,6.953364855,0.413218083,3.72115416,8.676493915,-0.702762775,4.167555794,6.854571887,2.991230077,7.66276928,3.309139515,2.613285425,8.046329471,2.700806601,-0.581894035,7.698464994,4.430851335,7.016955679,7.817897092,6.894481043,6.903519596,6.600432041,7.968450569,0.340884958,-0.538453504,1,0.43654555
