NoOfSupportVectors,Metrics,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15,labels_16,labels_17,labels_18,labels_19,labels_20,labels_21,labels_22,labels_23,labels_24,labels_25,labels_26,labels_27,labels_28,labels_29,labels_30,labels_31,labels_32,labels_33,labels_34,labels_35,labels_36,labels_37,labels_38,labels_39,labels_40,labels_41,labels_42,labels_43,labels_44,labels_45,labels_46,labels_47,labels_48,labels_49,labels_50,labels_51,labels_52,labels_53,labels_54,labels_55,PercentageOfSupportVectors
121,,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.545045045045045
